Full Name,Email Address,Timestamp,Are you a/an ,What organization are you affiliated with?,What organization are you affiliated with?.1,Which level of student do you wish to mentor (check all the apply),How many mentees do you wish to mentor?,"If you already are mentoring students via PCCW, please write in the exact number you are mentoring ",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Academia and research],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Architecture and urban planning],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Biotech, pharmaceutical, life sciences, and medical devices]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Business],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Consulting and strategy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Corporate and general management],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Creative fields],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Data and analytics],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Design],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Education],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Energy, sustainability and the environment]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Engineering],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Entrepreneurship and startups],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Finance, investment and financial services]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Health and wellness],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Hospitality],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Human resources],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [IT and technology],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Journalism, publishing and communications]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Law and legal services],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Marketing],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Media and entertainment],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Medicine and healthcare],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Non-profit and social enterprise],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Policy and advocacy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Psychology and social work],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Public service and government],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Real estate],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Retail and consumer goods],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Veterinary medicine],"Would you like your match to be based, in part, on your location?",Your location/where you wish to work (mentees) or reside (mentors); click all that apply that you want to be considered in match,"Would you like your match to be based, in part, on specific career advice you are seeking or want to provide?",Click all career advice areas that apply,"Would you like your match to be based, in part, on your college/school affiliation(s) at Cornell? Graduate students please indicate the college that most closely relates to your Field of Study administered by the Graduate School or professional degree you are obtaining.",Click all that apply,Unnamed: 43,Unnamed: 44
David Gonzalez,dgonzalez@gmail.com,2/10/26 16:37,Graduate student,,Other,,,,1st Choice,,,,4th,,,,,,,,,,,,,,,,,,,,2nd,,3rd,,,,Yes,East Coast U.S.,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Transitioning from academia to industry or navigating career changes, Networking",Yes,Cornell Jeb E. Brooks School of Public Policy,"Hi! I’m a third-year Ph.D. student from North Carolina, and my research focuses on American politics and public policy. I’m eager to connect with and learn from my mentor, and I value the guidance and growth mentorship offers. ",
Samuel Walker,samuel.walker@gmail.com,2/10/26 17:09,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,,,,,3rd,,,,,,5th,,,,1st Choice,,,,,,2nd,,,,4th,,,,,,No,,Yes,"International student guidance, Transitioning from academia to industry or navigating career changes, Networking",Yes,"Cornell Jeb E. Brooks School of Public Policy, Cornell SC Johnson College of Business, The Samuel Curtis Johnson Graduate School of Management., Johnson Graduate School of Management","Costa Rican with 10+ years of experience in communications, policy, and project management across the private and public sector, and NGOs. She's a MPA candidate concentrating in Economic and Financial Policy. She is also pursuing a certificate in Sustainable Finance at Johnson.
",
Mei Patel,meipatel@gmail.com,2/11/26 12:09,Graduate student,,Other,,,,,1st Choice,,,2nd,,,,,,,,,,3rd,,,,,,,,4th,,,5th,,,,,No,,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Networking",Yes,College of Human Ecology,"Hi! I am Didem, and I am currently getting my MS in Human-Environment Relations with a concentration in Design + Health. I have my B.Arch with minors in psychology and art/art history. I ideally want to switch from designing to design research or planning/consulting, specifically healthcare design.",
Ethan Petrov,ethanpetrov@hotmail.com,2/11/26 13:14,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,4th,,3rd,,5th,,,1st Choice,,,,,,,,,,,,,,,,,,,,,2nd,,Yes,"East Coast U.S., NYC area",Yes,"Work-Life Balance, Navigating the workforce, First Generation student guidance, Networking",No,,"I am currently a PhD candidate in food science with a concentration in sensory science. I enjoy research, but my career interests are more focused on transitioning to industry and working in CPG.",
Aaron Hernandez,aaronhernandez@hotmail.com,2/11/26 15:50,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,1st Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), International student guidance, Networking",Yes,"College of Arts and Sciences, Literature, archaeology, religion, culture","I am a second-year PhD student at the History of Art and Visual Studies, and my major is Classical Archaeology. I am an international student and I appreciate your advice!",
Isaiah Lee,isaiah.lee@yahoo.com,2/11/26 16:10,Graduate student,,Other,,,,,,,,2nd,,,,3rd,,,,,,,,,,,,,,4th,1st Choice,,,5th,,,,No,,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes, First Generation student guidance, Networking",Yes,Cornell Jeb E. Brooks School of Public Policy,"Mouda is an MPA student at Cornell focused on systems thinking, public policy, and community-centered development, with a strong commitment to equity and access. She brings leadership and research experience, and is passionate about translating ideas into meaningful, real-world impact.",
Isaiah Perez,iperez@cornell.edu,2/11/26 21:32,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,1st Choice,,,,4th,,5th,2nd,,,,3rd,,,,,,,,,,,,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes, First Generation student guidance, Networking",Yes,"College of Arts and Sciences, Graduate School Field of Study","I am a first-generation Mexican-American Astronomy PhD student from NYC seeking mentorship on life during and especially after the PhD. Advice on selecting careers, either academic or non-academic, and networking would be most appreciated, thank you!",
Matthew Patel,mpatel@outlook.com,2/12/26 14:16,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,3rd,,,5th,,,,,,,,,1st Choice,4th,,,,2nd,,,,,,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Entrepreneurship and Startup Advice, Transitioning from academia to industry or navigating career changes, Networking",No,,"I am a fifth year PhD in information science working on proactive AI that helps resolve miscommunication in workplace to promote productivity and inclusion. I want to transition from academia and start my company after graduation, potentially via incubator.",
Kennedy Allen,kennedyallen@outlook.com,2/13/26 14:43,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,,,1st Choice,,4th,,,2nd,,,,,,,,,,,,,,,3rd,,,,5th,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Transitioning from academia to industry or navigating career changes, Networking",No,,"Hello! My name is Lydia Homandberg and I am finishing up my PhD in Public Policy and Sociology. My work has broadly focused on population health while utilizing real-world data and I would love to continue this work in the biotech, pharmaceutical, or healthcare industries. ",
Madison Kowalski,madison3@gmail.com,2/14/26 17:37,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,1st Choice,,,,,,,2nd,,,,,,,,,,4th,,,,,,3rd,5th,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, Western Europe, Eastern Europe, UK, East Asia",Yes,"Navigating the workforce, Public Service and Non-Profit Careers, International student guidance, Transitioning from academia to industry or navigating career changes, Networking",Yes,School of Industrial and Labor Relations,"First-year PhD student in ILR studying how AI and digital platforms reshape work, inequality, and labor relations. I use computational methods and large-scale text analysis. Seeking guidance on building an interdisciplinary career and translating research on technology and work into broader impact.",
Mia Bauer,mia_bauer@gmail.com,2/16/26 8:00,Graduate student,,Other,,,,,,,,,,,,,3rd,,,,,,,,,,,,,,,2nd,,,,,1st Choice,Yes,"East Coast U.S., West Coast U.S., NYC area",Yes,Work-Life Balance,Yes,School of Veterinary Medicine,"I’m a 2nd year veterinary student interested in exotic pet medicine, ornamental fish aquaculture, and DEI in the animal care field. ",
Maya Williams,maya28@outlook.com,2/16/26 14:51,Graduate student,,Other,,,,2nd,,,,,,,,,4th,1st Choice,3rd,,,,,,,,,,,,5th,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes",Yes,"College of Agriculture and Life Sciences, College of Engineering","Hello, I am a PhD candidate in Applied physics working on research in fluid mechanics. After I graduate (hopefully next Spring!) I plan to transition into wind energy research currently. ",
Eleanor Lee,elee@outlook.com,2/22/26 20:19,Undergraduate student,Women's Leadership Initiative (WLI),,,,,2nd,,3rd,,,,,,,,,,,,,,,,,,,,1st Choice,,,4th,,,,5th,Yes,midwest,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Transitioning from academia to industry or navigating career changes, First Generation student guidance, Networking",Yes,College of Arts and Sciences,"I’m a first-generation college student at Cornell, passionate about research and health equity. With over two years of lab experience studying gene expression and nervous system development, I hope to become a physician-scientist dedicated to improving patient care and outcomes.",
Scarlett Johnson,scarlett24@outlook.com,2/24/26 22:17,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,,,,,4th,,,,,,,,,,,,,,,,5th,,,2nd,3rd,,1st Choice,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Networking",Yes,Cornell Jeb E. Brooks School of Public Policy,"I'm Angel Puder, a Master of Public Administration student graduating this May, and I'm planning to relocate to Washington, DC to work for either a social impact organization focused on food security/affordable housing or local/country government in the DMV area. I went to LSU and I'm from Houston.",
Isaiah Torres,itorres@icloud.com,2/25/26 12:15,Undergraduate student,Other,,,,,,,1st Choice,4th,,,,,,,,,,,3rd,,,,,,,,2nd,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), International student guidance, Networking",No,,Hi! My name is Cedar. I’m a softmore at Cornell studying biomedical sciences in the interdisciplinary program. I’m on the varsity rowing team and love all things outdoors! ,
Carter Fischer,carter62@gmail.com,2/25/26 12:16,Undergraduate student,Other,,,,,,,,,,,,,,,,,,,,,,,,2nd,,,,1st Choice,3rd,5th,4th,,,,Yes,"NYC area, Western Europe, Eastern Europe, UK, South Asia",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers",No,,"As a philosophy an linguistics double-major, I am pursuing a career in international human rights, either through law or non-profit work. I have a strong desire to work with people in the field.",
Claire Nguyen,claire.nguyen@outlook.com,2/25/26 12:19,Undergraduate student,Other,,,,,1st Choice,,,,,,,,,5th,,,,,,,,,4th,,,,,2nd,3rd,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, Western Europe, UK, Midwest U.S.",Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Networking",Yes,College of Arts and Sciences,"Hi! My name is Annie, and I am a sophomore in the College of Arts & Sciences, studying History and German Studies. I am from Milwaukee, Wisconsin. I am interested in entering academia or non-profit work after graduation, and would love to hear about career paths and your experience post-undergrad!",
Ella Khan,ella_khan@gmail.com,2/25/26 12:54,Undergraduate student,Other,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,3rd,,,2nd,,,,Yes,"East Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Networking",Yes,College of Arts and Sciences,"Hi! I am a junior studying Government and American Studies, and I hope to pursue a legal career. As I am the first person in my family to pursue law school/a legal career, I appreciate any advice regarding how to approach this field. ",
Chloe Martinez,chloe.martinez@gmail.com,2/25/26 14:48,Undergraduate student,Other,,,,,,,,,,,,,,,,,,,,,,,,1st Choice,,3rd,,,2nd,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, Canada",Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Networking",Yes,College of Arts and Sciences,"I am a triple major in Government, American Studies, and Feminist, Gender, and Sexuality Studies. My goal is to break into sports and entertainment law to advocate for more gender equity within athletics. I would like advice on the law school application process and prelaw jobs. ",
Mia Rivera,mrivera@icloud.com,2/25/26 15:03,Undergraduate student,First Gen,,,,,2nd,,,,,,,,,,,,,,3rd,,,,,,,,1st Choice,,,,,,,,Yes,"East Coast U.S., NYC area",Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, First Generation student guidance, Networking",Yes,"College of Agriculture and Life Sciences, College of Arts and Sciences, College of Human Ecology, Weill Cornell Medicine (NYC)",I am a biology major graduating in May 2026 and taking 2 gal year prior to starting medical school. I’m also an athlete on Cornell Track and Field. Originally from Jamaica but I live in NJ!,
Aria Petrov,aria.petrov@yahoo.com,2/25/26 21:28,Undergraduate student,Other,,,,,2nd,,,,,,,,,,,,,,,,,,5th,,,,1st Choice,,3rd,,4th,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Public Service and Non-Profit Careers",No,,"I am from Berkshire, Massachusetts, and majoring in Global and Public Health Sciences, hopefully with minors in Infectious Disease and Environment & Sustainability. Really interested in pursuing international health through social, environmental, and disease-based community work!!",
Benjamin Green,bgreen@outlook.com,2/26/26 11:39,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,,,,,,,1st Choice,,2nd,,,,,,,,,,5th,4th,,,,3rd,,,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Networking",Yes,College of Agriculture and Life Sciences,"I am a super involved junior from cincinnati, ohio, majoring in Animal Science, but hoping to do a career switch up in business. Specifically PR, marketing, or HR! ",
Luke Nelson,lnelson@icloud.com,2/26/26 12:35,Undergraduate student,Other,,,,,,,,,,,,,,,,,,,,,3rd,,,1st Choice,,,,,2nd,,,,,,No,,Yes,"Navigating the workforce, Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes",Yes,School of Industrial and Labor Relations,"I am an ILR undergraduate interested in social justice, workers’ rights, and economic inequality. I hope to pursue a law degree after graduating and work in the law/policy field. ",
Noah Adams,nadams@icloud.com,2/26/26 19:30,Undergraduate student,Building Ourselves Through Sisterhood and Service (BOSS),,,,,4th,,,5th,,,,3rd,,,,,,,,,,,,,,,,,1st Choice,,,2nd,,,Yes,NYC area,Yes,Public Service and Non-Profit Careers,No,,"My name is Jocelyn and I’m from the Bronxxxx, I love meeting new people and community service. I hope to be a Community Developer when I graduate and look forward to getting a mentor to advise me on my public policy and community engagement career journey",
